title,publication_date,author,url,primary_topic,primary_category,teaser,market_items
How to Use Responsive Resize and Constraints in Adobe XD,16 Oct 2018,Adi Purdila,https://webdesign.tutsplus.com/tutorials/how-to-use-responsive-resize-and-constraints-in-adobe-xd--cms-32019,Web Design,,"In this tutorial we’re going to explore some new features in Adobe XD, namely “responsive resize and constraints”. These features, added in September 2018,...",
How to Create a Sub Bass for Smaller Sound Systems,16 Oct 2018,Daniel Strongin,https://music.tutsplus.com/tutorials/how-to-create-a-sub-bass-for-smaller-sound-systems--cms-30978,Music & Audio,,"In this screencast, I'll show you how to create a sub bass for smaller sound systems by layering up a sub bass, to create a sub bass that translates well to...",
"PHP Control Structures and Loops: if, else, for, foreach, while, and More",15 Oct 2018,Sajal Soni,https://code.tutsplus.com/tutorials/php-control-structures-and-loops--cms-31999,Code,,"Today, we're going to discuss control structures and loops in PHP. I'll show you how to use all the main control structures that are supported in PHP, like...",
5 Amazing Assets for Your Online Photography Store,15 Oct 2018,Marie Gardiner,https://photography.tutsplus.com/articles/5-amazing-assets-for-your-online-photography-store--cms-31967,Photo & Video,,"Start selling your photography in no time with our 5 Amazing Assets from Envato Elements, plus some of our top tips to getting your online store up and running.",
19 Best Templates for Mobile App Monetization,15 Oct 2018,Bala Durage Sandamal Siripathi,https://code.tutsplus.com/articles/best-admob-app-templates--cms-28532,Code,,"In this article, I'll introduce you to the 19 best app templates for monetization with an ad network. Learn how to monetize your app with these templates,...","6512720,7956115,8431507,8676912,8980493,9486586,10612308,10639789,10747654,10771397,11395325,11637956,12026931,13041482,13050353,13706746,14994362,15716727,17383449"
How to Create Great PowerPoint Presentations (With Top Examples),15 Oct 2018,Laura Spencer,https://business.tutsplus.com/tutorials/create-great-powerpoint-presentations--cms-31975,Business,,"If you create PowerPoint presentations at all, you'll like this article to help you improve your presentation skills. Learn some techniques to help you...",
How to Create a Leather Stamp Logo Mockup in Adobe Photoshop,15 Oct 2018,Tom Piccarreda,https://design.tutsplus.com/tutorials/how-to-create-a-leather-stamp-logo-mockup-in-adobe-photoshop--cms-29414,Design & Illustration,,"In this tutorial, you'll learn how to create a leather stamp logo mockup with Adobe Photoshop using the techniques of layer styles and smart objects.",
Art for All: Celebrate Diversity in Design—Volume 14,13 Oct 2018,Melody Nieves,https://design.tutsplus.com/articles/art-for-all-celebrate-diversity-in-design-volume-14--cms-31870,Design & Illustration,,Welcome back to our Diversity in Design series on Envato Tuts+. Discover four talented artists with inspiring styles you'll love.,
How to Remove a Person From a Photo in Adobe Photoshop,12 Oct 2018,Melody Nieves,https://design.tutsplus.com/articles/how-to-remove-a-person-from-a-photo-photoshop-quick-tip--cms-31702,Design & Illustration,,"Learn helpful Photoshop tips in under five minutes! In this video, Melody Nieves will show you how to remove an object or person from a photo using essential...",
How to Add Value to Your Company & Contribute to Your Team,12 Oct 2018,Charley Mendoza,https://business.tutsplus.com/tutorials/adding-value-to-a-company--cms-31955,Business,,"Everyone wants to get a raise or a promotion, but rare are those employees who ask, ""What can I bring to the company?"" What they don't know is, knowing how...",
Top 3 Lower-Thirds Title Templates for Final Cut Pro,12 Oct 2018,Andrew Childress,https://photography.tutsplus.com/tutorials/top-3-lower-thirds-templates-for-final-cut-pro--cms-31959,Photo & Video,,"Lower-thirds titles are often the only graphics during main parts of your video, so they have a big impact on the look and feel of your production.",
"Trigonometry, Random Numbers and More With Built-in PHP Math Functions",12 Oct 2018,Monty Shokeen,https://code.tutsplus.com/tutorials/mathematical-functions-in-php--cms-31972,Code,,"This tutorial will introduce you to the built-in math functions in PHP for doing trigonometry, exponentiation, and logarithm calculations. We'll also look at...",
18+ Best HTML Resume Templates for Awesome Personal Websites (2018),12 Oct 2018,Brenda Barron,https://business.tutsplus.com/articles/best-html-resume-templates--cms-28115,Business,,"Creating a personal website that conveys your experience and brand can be tough, but with the right HTML resume template, it's a snap. Here's our favorites...","14560279,14574420,14894286,15368490,15375335,15942399,15956797,16584012,16706908,17130387,17331257,17454569,17969131,18960428"
15 of the Best Royalty-Free Tracks of 2018,12 Oct 2018,Dacia Egurrola,https://music.tutsplus.com/tutorials/15-of-the-best-royalty-free-tracks-of-2018--cms-31894,Music & Audio,,"In this tutorial, I reveal AudioJungle's 15 best royalty-free tracks of the year, as rated by the platform's users and contributors. ","20771635,20781312,20789753,21145344,21180404,21313332,21415624,21718948,21805007,21854307,21866546,21924754,21955388,21974083,22007996"
10 Amazing Photoshop HDR Photo Effects (Pro PSD Actions),12 Oct 2018,Andrew Childress,https://photography.tutsplus.com/tutorials/10-amazing-photoshop-hdr-photo-effects-pro-psd-actions--cms-31971,Photo & Video,,Combine images for perfect HDR imagery or simulate them from a single frame using these Adobe Photoshop HDR photo effects.,
How to Use Live Online Video Calling for Business Conferences,11 Oct 2018,Laura Spencer,https://business.tutsplus.com/tutorials/how-to-video-call--cms-31951,Business,,"With the increase in remote workers, live online video calling is a part of today's business environment. But not everyone knows how to prepare for a video...",
Hands-on With ARIA: Accessibility Recipes for Web Apps,12 Oct 2018,Kyle Speaker,https://code.tutsplus.com/tutorials/hands-on-with-aria-web-application-controls--cms-31898,Code,,"In this tutorial, we'll delve deeper into web accessibility with some ARIA recipes you can use in your own apps.",
How to Create an Embossed Paper Logo Mockup in Adobe Photoshop,12 Oct 2018,Tom Piccarreda,https://design.tutsplus.com/tutorials/how-to-create-an-embossed-paper-logo-mockup-in-adobe-photoshop--cms-29408,Design & Illustration,,Learn how to build your own high-quality and photorealistic embossed paper logo mockup with Adobe Photoshop. Master layer styles and smart filters too.,7141902
How to Create a Giant Panda Photo Manipulation in Affinity Photo,11 Oct 2018,Abbey Esparza,https://design.tutsplus.com/tutorials/create-a-giant-panda-themed-fantasy-image-in-affinity-photo--cms-31682,Design & Illustration,,"Today, we will be creating a whimsical fantasy theme composite consisting of a sprawling scenic view and a giant panda in Affinity Photo.",
15 Photoshop Poster Mockup Templates: For Your Creative Designs,11 Oct 2018,Sean Hodge,https://design.tutsplus.com/articles/photoshop-poster-mockup-templates--cms-26904,Design & Illustration,,"In this article, we showcase a number of stylish, easy to work with PSD poster mockups. With a poster mockup template, you can quickly take your creative...","1251072,3399079,4530020,5492573,5788286,5948942,8696238,11107761,11450070,12058884,12706656,12899830,13043695,13180712,15232984"
How to Quickly Build Layouts With Bootstrap 4’s Responsive Flexbox Utilities,11 Oct 2018,George Martsoukos,https://webdesign.tutsplus.com/tutorials/how-to-build-quickly-layouts-with-bootstrap-4-responsive-flexbox-utilities--cms-30836,Web Design,,In this new tutorial we'll learn how to build quickly layouts with Bootstrap's 4 responsive flexbox utilities. To gain a better understanding of these...,
How Music Improves Mental Health,10 Oct 2018,Nona Blackman,https://music.tutsplus.com/articles/how-music-improves-mental-health--cms-31978,Music & Audio,,"In this article, in recognition of World Mental Health Day, I look at mental illness and how music helps to improve the mental health and wellbeing of you or...",
How to Get More Themes on Google Slides in 60 Seconds,10 Oct 2018,Andrew Childress,https://business.tutsplus.com/tutorials/how-to-get-more-themes-on-google-slides--cms-31937,Business,,"Themes are a great way to add professional polish to your presentation. Learn how to get more themes on Google Slides in this short video and written tutorial. ",
How to Photograph Tea and Cookies,10 Oct 2018,Jackson Couse,https://photography.tutsplus.com/tutorials/how-to-photograph-tea-and-cookies--cms-31997,Photo & Video,,Learn how to make a simple and engaging photograph of tea and cookies to illustrate an invitation or menu.,
How to Create a Mental Health Themed Photo Manipulation in Adobe Photoshop,10 Oct 2018,Monika Zagrobelna,https://design.tutsplus.com/tutorials/how-to-create-a-photo-manipulation-for-world-mental-health-day--cms-31717,Design & Illustration,,"Art can be a great way to share your feelings with others. In this tutorial, we'll tackle the dark feelings that some of us struggle with every day.",
Top 3 Channel Promo Templates for Adobe Premiere,9 Oct 2018,Andrew Childress,https://photography.tutsplus.com/tutorials/top-3-channel-promo-templates-for-adobe-premiere--cms-31960,Photo & Video,,Channel promos are video marketing tools for your content. Here are the best examples for Adobe Premiere.,
How to Create a Stylish Emoji in Affinity Designer,10 Oct 2018,Kamil Khadeyev,https://design.tutsplus.com/tutorials/how-to-create-an-emoji-in-affinity-designer--cms-31691,Design & Illustration,,In today's tutorial we are going to create three distinctive emoticons using Affinity Designer. Hope you are ready to have some fun!,
How to Practice Mindfulness at Work (Guide to Better Focus),10 Oct 2018,Brenda Barron,https://business.tutsplus.com/tutorials/mindfulness-at-work--cms-31913,Business,,"Practicing mindfulness at work is an important way to center yourself, achieve better focus, and bring more balance to your life. Here, we celebrate Mental...",
World Mental Health Day: Apps for a Changing World,10 Oct 2018,Jane Baker,https://code.tutsplus.com/articles/world-mental-health-day-apps-for-a-changing-world--cms-31998,Code,,"Mental health apps are a growing field of mobile app development. In honor of World Mental Health Day, we at Envato Tuts+ would like to highlight some of the...",
How to Build Medium's Real-Time Applause Feature With Angular and Pusher,11 Oct 2018,Esther Vaati,https://code.tutsplus.com/tutorials/how-to-build-mediums-real-time-applause-feature-with-angular-and-pusher--cms-31909,Code,,"In this article, you'll learn how to code real-time Angular apps with Pusher. We'll make an app that gives real-time feedback when a post is clicked—just...",
How to Animate a World Mental Health Day SVG Ribbon,10 Oct 2018,Kezz Bracey,https://webdesign.tutsplus.com/tutorials/how-to-animate-a-world-mental-health-day-svg-ribbon--cms-31995,Web Design,,To mark World Mental Health Day we’re going to be using CSS to animate an SVG centered on the green ribbon many people wear to symbolize mental health...,
Go Beyond the Basics of UI Design in Our New Figma Course,9 Oct 2018,Andrew Blackman,https://webdesign.tutsplus.com/articles/go-beyond-the-basics-in-our-new-figma-course--cms-31968,Web Design,,"Figma is quickly becoming a favorite tool for UI and UX designers. Learn some advanced tricks and techniques in our new short course, Beyond the Basics: Figma.",
